,day,month,year,team1,goal1,goal2,team2
1855,09,09,19,Scotland,0,4,Belgium
1856,06,09,19,San Marino,0,4,Belgium
1857,11,06,19,Belgium,3,0,Scotland
1858,08,06,19,Belgium,3,0,Kazakhstan
1859,24,03,19,Cyprus,0,2,Belgium
1860,21,03,19,Belgium,3,1,Russia
1861,18,11,18,Switzerland,5,2,Belgium
1862,15,11,18,Belgium,2,0,Iceland
1863,16,10,18,Belgium,1,1,Netherlands
1864,12,10,18,Belgium,2,1,Switzerland
1865,11,09,18,Iceland,0,3,Belgium
1866,07,09,18,Scotland,0,4,Belgium
1867,14,07,18,Belgium,2,0,England
1868,29,02,12,Denmark,0,2,Russia
1869,05,06,21,Russia,1,0,Bulgaria
1870,01,06,21,Poland,1,1,Russia
1871,30,03,21,Slovakia,2,1,Russia
1872,27,03,21,Russia,2,1,Slovenia
1873,24,03,21,Malta,1,3,Russia
1874,18,11,20,Serbia,5,0,Russia
1875,15,11,20,Turkey,3,2,Russia
1876,12,11,20,Moldova,0,0,Russia
1877,14,10,20,Russia,0,0,Hungary
1878,11,10,20,Russia,1,1,Turkey
1879,08,10,20,Russia,1,2,Sweden
1880,06,09,20,Hungary,2,3,Russia
1881,03,09,20,Russia,3,1,Serbia
1882,19,11,19,San Marino,0,5,Russia
1883,16,11,19,Russia,1,4,Belgium
1884,13,10,19,Cyprus,0,5,Russia
1885,10,10,19,Russia,4,0,Scotland
1886,09,09,19,Russia,1,0,Kazakhstan
1887,06,09,19,Scotland,1,2,Russia
1888,11,06,19,Russia,1,0,Cyprus
1889,08,06,19,Russia,9,0,San Marino
1890,24,03,19,Kazakhstan,0,4,Russia
1891,21,03,19,Belgium,3,1,Russia
1892,20,11,18,Sweden,2,0,Russia
1893,15,11,18,Germany,3,0,Russia
1894,14,10,18,Russia,2,0,Turkey
1895,11,10,18,Russia,0,0,Sweden
1896,10,09,18,Russia,5,1,Czech Republic
1897,07,09,18,Turkey,1,2,Russia
1898,07,07,18,Russia,3,4,Croatia
1899,06,06,21,Denmark,2,0,Bosnia & Herzegovina
1900,02,06,21,Germany,1,1,Denmark
1901,31,03,21,Austria,0,4,Denmark
1902,28,03,21,Denmark,8,0,Moldova
1903,25,03,21,Israel,0,2,Denmark
1904,18,11,20,Belgium,4,2,Denmark
1905,15,11,20,Denmark,2,1,Iceland
1906,11,11,20,Denmark,2,0,Sweden
1907,14,10,20,England,0,1,Denmark
1908,11,10,20,Iceland,0,3,Denmark
1909,07,10,20,Denmark,4,0,Faroe Islands
1910,08,09,20,Denmark,0,0,England
1911,05,09,20,Denmark,0,2,Belgium
1912,18,11,19,Ireland,1,1,Denmark
1913,15,11,19,Denmark,6,0,Gibraltar
1914,15,10,19,Denmark,4,0,Luxembourg
1915,12,10,19,Denmark,1,0,Switzerland
1916,08,09,19,Georgia,0,0,Denmark
1917,05,09,19,Gibraltar,0,6,Denmark
1918,10,06,19,Denmark,5,1,Georgia
1919,07,06,19,Denmark,1,1,Ireland
1920,26,03,19,Switzerland,3,3,Denmark
1921,21,03,19,Kosovo,2,2,Denmark
1922,19,11,18,Denmark,0,0,Ireland
1923,16,11,18,Wales,1,2,Denmark
1924,16,10,18,Denmark,2,0,Austria
1925,13,10,18,Ireland,0,0,Denmark
1926,09,09,18,Denmark,2,0,Wales
1927,05,09,18,Slovakia,3,0,Denmark
1928,01,07,18,Croatia,3,2,Denmark
1929,15,10,13,Scotland,2,0,Croatia
1930,07,06,13,Croatia,0,1,Scotland
1931,26,03,08,Scotland,1,1,Croatia
1932,06,06,21,Belgium,1,0,Croatia
1933,01,06,21,Croatia,1,1,Armenia
1934,30,03,21,Croatia,3,0,Malta
1935,27,03,21,Croatia,1,0,Cyprus
1936,24,03,21,Slovenia,1,0,Croatia
1937,17,11,20,Croatia,2,3,Portugal
1938,14,11,20,Sweden,2,1,Croatia
1939,11,11,20,Turkey,3,3,Croatia
1940,14,10,20,Croatia,1,2,France
1941,11,10,20,Croatia,2,1,Sweden
1942,07,10,20,Switzerland,1,2,Croatia
1943,08,09,20,France,4,2,Croatia
1944,05,09,20,Portugal,4,1,Croatia
1945,19,11,19,Croatia,2,1,Georgia
1946,16,11,19,Croatia,3,1,Slovakia
1947,13,10,19,Wales,1,1,Croatia
1948,10,10,19,Croatia,3,0,Hungary
1949,09,09,19,Azerbaijan,1,1,Croatia
1950,06,09,19,Slovakia,0,4,Croatia
1951,11,06,19,Croatia,1,2,Tunisia
1952,08,06,19,Croatia,2,1,Wales
1953,24,03,19,Hungary,2,1,Croatia
1954,21,03,19,Croatia,2,1,Azerbaijan
1955,18,11,18,England,2,1,Croatia
1956,15,11,18,Croatia,3,2,Spain
1957,15,10,18,Croatia,2,1,Jordan
1958,12,10,18,Croatia,0,0,England
1959,11,09,18,Spain,6,0,Croatia
1960,06,09,18,Portugal,1,1,Croatia
1961,15,07,18,France,4,2,Croatia
1962,06,06,21,Luxembourg,0,1,Scotland
1963,02,06,21,Netherlands,2,2,Scotland
1964,31,03,21,Scotland,4,0,Faroe Islands
1965,28,03,21,Israel,1,1,Scotland
1966,25,03,21,Scotland,2,2,Austria
1967,18,11,20,Israel,1,0,Scotland
1968,15,11,20,Slovakia,1,0,Scotland
1969,12,11,20,Serbia,4,5,Scotland
1970,14,10,20,Scotland,1,0,Czech Republic
1971,11,10,20,Scotland,1,0,Slovakia
1972,08,10,20,Scotland,5,3,Israel
1973,07,09,20,Czech Republic,1,2,Scotland
1974,04,09,20,Scotland,1,1,Israel
1975,19,11,19,Scotland,3,1,Kazakhstan
1976,16,11,19,Cyprus,1,2,Scotland
1977,13,10,19,Scotland,6,0,San Marino
1978,10,10,19,Russia,4,0,Scotland
1979,09,09,19,Scotland,0,4,Belgium
1980,06,09,19,Scotland,1,2,Russia
1981,11,06,19,Belgium,3,0,Scotland
1982,08,06,19,Scotland,2,1,Cyprus
1983,24,03,19,San Marino,0,2,Scotland
1984,21,03,19,Kazakhstan,3,0,Scotland
1985,20,11,18,Scotland,3,2,Israel
1986,17,11,18,Albania,0,4,Scotland
1987,14,10,18,Scotland,1,3,Portugal
1988,11,10,18,Israel,2,1,Scotland
1989,10,09,18,Scotland,2,0,Albania
1990,07,09,18,Scotland,0,4,Belgium
1991,03,06,18,Mexico,1,0,Scotland
1992,11,10,19,Czech Republic,2,1,England
1993,22,03,19,England,5,0,Czech Republic
1994,20,08,08,England,2,2,Czech Republic
1995,08,06,21,Czech Republic,3,1,Albania
1996,04,06,21,Italy,4,0,Czech Republic
1997,30,03,21,Wales,1,0,Czech Republic
1998,27,03,21,Czech Republic,1,1,Belgium
1999,24,03,21,Estonia,2,6,Czech Republic
2000,18,11,20,Czech Republic,2,0,Slovakia
2001,15,11,20,Czech Republic,1,0,Israel
2002,11,11,20,Germany,1,0,Czech Republic
2003,14,10,20,Scotland,1,0,Czech Republic
2004,11,10,20,Israel,1,2,Czech Republic
2005,07,10,20,Cyprus,1,2,Czech Republic
2006,07,09,20,Czech Republic,1,2,Scotland
2007,04,09,20,Slovakia,1,3,Czech Republic
2008,17,11,19,Bulgaria,1,0,Czech Republic
2009,14,11,19,Czech Republic,2,1,Kosovo
2010,14,10,19,Czech Republic,2,3,Northern Ireland
2011,11,10,19,Czech Republic,2,1,England
2012,10,09,19,Montenegro,0,3,Czech Republic
2013,07,09,19,Kosovo,2,1,Czech Republic
2014,10,06,19,Czech Republic,3,0,Montenegro
2015,07,06,19,Czech Republic,2,1,Bulgaria
2016,26,03,19,Czech Republic,1,3,Brazil
2017,22,03,19,England,5,0,Czech Republic
2018,19,11,18,Czech Republic,1,0,Slovakia
2019,15,11,18,Poland,0,1,Czech Republic
2020,16,10,18,Ukraine,1,0,Czech Republic
2021,13,10,18,Slovakia,1,2,Czech Republic
2022,10,09,18,Russia,5,1,Czech Republic
2023,06,09,18,Czech Republic,1,2,Ukraine
2024,06,06,18,Czech Republic,1,0,Nigeria
2025,06,06,21,England,1,0,Romania
2026,02,06,21,England,1,0,Austria
2027,31,03,21,England,2,1,Poland
2028,28,03,21,Albania,0,2,England
2029,25,03,21,England,5,0,San Marino
2030,18,11,20,England,4,0,Iceland
2031,15,11,20,Belgium,2,0,England
2032,12,11,20,England,3,0,Ireland
2033,14,10,20,England,0,1,Denmark
2034,11,10,20,England,2,1,Belgium
2035,08,10,20,England,3,0,Wales
2036,08,09,20,Denmark,0,0,England
2037,05,09,20,Iceland,0,1,England
2038,17,11,19,Kosovo,0,4,England
2039,14,11,19,England,7,0,Montenegro
2040,14,10,19,Bulgaria,0,6,England
2041,11,10,19,Czech Republic,2,1,England
2042,10,09,19,England,5,3,Kosovo
2043,07,09,19,England,4,0,Bulgaria
2044,09,06,19,Switzerland,5,6,England
2045,06,06,19,Netherlands,3,1,England
2046,25,03,19,Montenegro,1,5,England
2047,22,03,19,England,5,0,Czech Republic
2048,18,11,18,England,2,1,Croatia
2049,15,11,18,England,3,0,USA
2050,15,10,18,Spain,2,3,England
2051,12,10,18,Croatia,0,0,England
2052,11,09,18,England,1,0,Switzerland
2053,08,09,18,England,1,2,Spain
2054,14,07,18,Belgium,2,0,England
2055,05,09,15,Spain,2,0,Slovakia
2056,09,10,14,Slovakia,2,1,Spain
2057,16,11,05,Slovakia,1,1,Spain
2058,12,11,05,Spain,5,1,Slovakia
2059,06,06,21,Austria,0,0,Slovakia
2060,01,06,21,Slovakia,1,1,Bulgaria
2061,30,03,21,Slovakia,2,1,Russia
2062,27,03,21,Slovakia,2,2,Malta
2063,24,03,21,Cyprus,0,0,Slovakia
2064,18,11,20,Czech Republic,2,0,Slovakia
2065,15,11,20,Slovakia,1,0,Scotland
2066,12,11,20,Northern Ireland,1,2,Slovakia
2067,14,10,20,Slovakia,2,3,Israel
2068,11,10,20,Scotland,1,0,Slovakia
2069,08,10,20,Slovakia,4,2,Ireland
2070,07,09,20,Israel,1,1,Slovakia
2071,04,09,20,Slovakia,1,3,Czech Republic
2072,19,11,19,Slovakia,2,0,Azerbaijan
2073,16,11,19,Croatia,3,1,Slovakia
2074,13,10,19,Slovakia,1,1,Paraguay
2075,10,10,19,Slovakia,1,1,Wales
2076,09,09,19,Hungary,1,2,Slovakia
2077,06,09,19,Slovakia,0,4,Croatia
2078,11,06,19,Azerbaijan,1,5,Slovakia
2079,07,06,19,Slovakia,5,1,Jordan
2080,24,03,19,Wales,1,0,Slovakia
2081,21,03,19,Slovakia,2,0,Hungary
2082,19,11,18,Czech Republic,1,0,Slovakia
2083,16,11,18,Slovakia,4,1,Ukraine
2084,16,10,18,Sweden,1,1,Slovakia
2085,13,10,18,Slovakia,1,2,Czech Republic
2086,09,09,18,Ukraine,1,0,Slovakia
2087,05,09,18,Slovakia,3,0,Denmark
2088,04,06,18,Slovakia,1,2,Morocco
2089,04,06,21,Spain,0,0,Portugal
2090,31,03,21,Spain,3,1,Kosovo
2091,28,03,21,Georgia,1,2,Spain
2092,25,03,21,Spain,1,1,Greece
2093,17,11,20,Spain,6,0,Germany
2094,14,11,20,Switzerland,1,1,Spain
2095,11,11,20,Netherlands,1,1,Spain
2096,13,10,20,Ukraine,1,0,Spain
2097,10,10,20,Spain,1,0,Switzerland
2098,07,10,20,Portugal,0,0,Spain
2099,06,09,20,Spain,4,0,Ukraine
2100,03,09,20,Germany,1,1,Spain
2101,18,11,19,Spain,5,0,Romania
2102,15,11,19,Spain,7,0,Malta
2103,15,10,19,Sweden,1,1,Spain
2104,12,10,19,Norway,1,1,Spain
2105,08,09,19,Spain,4,0,Faroe Islands
2106,05,09,19,Romania,1,2,Spain
2107,10,06,19,Spain,3,0,Sweden
2108,07,06,19,Faroe Islands,1,4,Spain
2109,26,03,19,Malta,0,2,Spain
2110,23,03,19,Spain,2,1,Norway
2111,18,11,18,Spain,1,0,Bosnia & Herzegovina
2112,15,11,18,Croatia,3,2,Spain
2113,15,10,18,Spain,2,3,England
2114,11,10,18,Wales,1,4,Spain
2115,11,09,18,Spain,6,0,Croatia
2116,08,09,18,England,1,2,Spain
2117,01,07,18,Spain,3,4,Russia
2118,25,06,18,Spain,2,2,Morocco
2119,05,06,04,Sweden,3,1,Poland
2120,10,09,03,Poland,0,2,Sweden
2121,11,06,03,Sweden,3,0,Poland
2122,09,10,99,Sweden,2,0,Poland
2123,31,03,99,Poland,0,1,Sweden
2124,26,06,74,Sweden,0,1,Poland
2125,05,06,21,Sweden,3,1,Armenia
2126,29,05,21,Sweden,2,0,Finland
2127,31,03,21,Sweden,1,0,Estonia
2128,28,03,21,Kosovo,0,3,Sweden
2129,25,03,21,Sweden,1,0,Georgia
2130,17,11,20,France,4,2,Sweden
2131,14,11,20,Sweden,2,1,Croatia
2132,11,11,20,Denmark,2,0,Sweden
2133,14,10,20,Portugal,3,0,Sweden
2134,11,10,20,Croatia,2,1,Sweden
2135,08,10,20,Russia,1,2,Sweden
2136,08,09,20,Sweden,0,2,Portugal
2137,05,09,20,Sweden,0,1,France
2138,12,01,20,Sweden,1,0,Kosovo
2139,09,01,20,Sweden,1,0,Moldova
2140,18,11,19,Sweden,3,0,Faroe Islands
2141,15,11,19,Romania,0,2,Sweden
2142,15,10,19,Sweden,1,1,Spain
2143,12,10,19,Malta,0,4,Sweden
2144,08,09,19,Sweden,1,1,Norway
2145,05,09,19,Faroe Islands,0,4,Sweden
2146,10,06,19,Spain,3,0,Sweden
2147,07,06,19,Sweden,3,0,Malta
2148,26,03,19,Norway,3,3,Sweden
2149,23,03,19,Sweden,2,1,Romania
2150,11,01,19,Sweden,2,2,Iceland
2151,08,01,19,Sweden,0,1,Finland
2152,20,11,18,Sweden,2,0,Russia
2153,17,11,18,Turkey,0,1,Sweden
2154,16,10,18,Sweden,1,1,Slovakia
2155,08,06,21,Poland,2,2,Iceland
2156,01,06,21,Poland,1,1,Russia
2157,31,03,21,England,2,1,Poland
2158,28,03,21,Poland,3,0,Andorra
2159,25,03,21,Hungary,3,3,Poland
2160,18,11,20,Poland,1,2,Netherlands
2161,15,11,20,Italy,2,0,Poland
2162,11,11,20,Poland,2,0,Ukraine
2163,14,10,20,Poland,3,0,Bosnia & Herzegovina
2164,11,10,20,Poland,0,0,Italy
2165,07,10,20,Poland,5,1,Finland
2166,07,09,20,Bosnia & Herzegovina,1,2,Poland
2167,04,09,20,Netherlands,1,0,Poland
2168,19,11,19,Poland,3,2,Slovenia
2169,16,11,19,Israel,1,2,Poland
2170,13,10,19,Poland,2,0,North Macedonia
2171,10,10,19,Latvia,0,3,Poland
2172,09,09,19,Poland,0,0,Austria
2173,06,09,19,Slovenia,2,0,Poland
2174,10,06,19,Poland,4,0,Israel
2175,07,06,19,North Macedonia,0,1,Poland
2176,24,03,19,Poland,2,0,Latvia
2177,21,03,19,Austria,0,1,Poland
2178,20,11,18,Portugal,1,1,Poland
2179,15,11,18,Poland,0,1,Czech Republic
2180,14,10,18,Poland,0,1,Italy
2181,11,10,18,Poland,2,3,Portugal
2182,11,09,18,Poland,1,1,Ireland
2183,07,09,18,Italy,1,1,Poland
2184,28,06,18,Japan,0,1,Poland
2185,04,06,16,Germany,2,0,Hungary
2186,29,05,10,Hungary,0,3,Germany
2187,06,06,04,Germany,0,2,Hungary
2188,07,06,21,Germany,7,1,Latvia
2189,02,06,21,Germany,1,1,Denmark
2190,31,03,21,Germany,1,2,North Macedonia
2191,28,03,21,Romania,0,1,Germany
2192,25,03,21,Germany,3,0,Iceland
2193,17,11,20,Spain,6,0,Germany
2194,14,11,20,Germany,3,1,Ukraine
2195,11,11,20,Germany,1,0,Czech Republic
2196,13,10,20,Germany,3,3,Switzerland
2197,10,10,20,Ukraine,1,2,Germany
2198,07,10,20,Germany,3,3,Turkey
2199,06,09,20,Switzerland,1,1,Germany
2200,03,09,20,Germany,1,1,Spain
2201,19,11,19,Germany,6,1,Northern Ireland
2202,16,11,19,Germany,4,0,Belarus
2203,13,10,19,Estonia,0,3,Germany
2204,09,10,19,Germany,2,2,Argentina
2205,09,09,19,Northern Ireland,0,2,Germany
2206,06,09,19,Germany,2,4,Netherlands
2207,11,06,19,Germany,8,0,Estonia
2208,08,06,19,Belarus,0,2,Germany
2209,24,03,19,Netherlands,2,3,Germany
2210,20,03,19,Germany,1,1,Serbia
2211,19,11,18,Germany,2,2,Netherlands
2212,15,11,18,Germany,3,0,Russia
2213,16,10,18,France,2,1,Germany
2214,13,10,18,Netherlands,3,0,Germany
2215,09,09,18,Germany,2,1,Peru
2216,06,09,18,Germany,0,0,France
2217,27,06,18,Korea Republic,2,0,Germany
2218,08,06,21,Hungary,0,0,Ireland
2219,04,06,21,Hungary,1,0,Cyprus
2220,31,03,21,Andorra,1,4,Hungary
2221,28,03,21,San Marino,0,3,Hungary
2222,25,03,21,Hungary,3,3,Poland
2223,18,11,20,Hungary,2,0,Turkey
2224,15,11,20,Hungary,1,1,Serbia
2225,12,11,20,Hungary,2,1,Iceland
2226,14,10,20,Russia,0,0,Hungary
2227,11,10,20,Serbia,0,1,Hungary
2228,08,10,20,Bulgaria,1,3,Hungary
2229,06,09,20,Hungary,2,3,Russia
2230,03,09,20,Turkey,0,1,Hungary
2231,19,11,19,Wales,2,0,Hungary
2232,15,11,19,Hungary,1,2,Uruguay
2233,13,10,19,Hungary,1,0,Azerbaijan
2234,10,10,19,Croatia,3,0,Hungary
2235,09,09,19,Hungary,1,2,Slovakia
2236,05,09,19,Montenegro,2,1,Hungary
2237,11,06,19,Hungary,1,0,Wales
2238,08,06,19,Azerbaijan,1,3,Hungary
2239,24,03,19,Hungary,2,1,Croatia
2240,21,03,19,Slovakia,2,0,Hungary
2241,18,11,18,Hungary,2,0,Finland
2242,15,11,18,Hungary,2,0,Estonia
2243,15,10,18,Estonia,3,3,Hungary
2244,12,10,18,Greece,1,0,Hungary
2245,11,09,18,Hungary,2,1,Greece
2246,08,09,18,Finland,1,0,Hungary
2247,09,06,18,Hungary,1,2,Australia
2248,14,11,20,Portugal,0,1,France
2249,11,10,20,France,0,0,Portugal
2250,10,07,16,Portugal,1,0,France
2251,04,09,15,Portugal,0,1,France
2252,11,10,14,France,2,1,Portugal
2253,05,07,06,Portugal,0,1,France
2254,09,06,21,Portugal,4,0,Israel
2255,04,06,21,Spain,0,0,Portugal
2256,30,03,21,Luxembourg,1,3,Portugal
2257,27,03,21,Serbia,2,2,Portugal
2258,24,03,21,Portugal,1,0,Azerbaijan
2259,17,11,20,Croatia,2,3,Portugal
2260,14,11,20,Portugal,0,1,France
2261,11,11,20,Portugal,7,0,Andorra
2262,14,10,20,Portugal,3,0,Sweden
2263,11,10,20,France,0,0,Portugal
2264,07,10,20,Portugal,0,0,Spain
2265,08,09,20,Sweden,0,2,Portugal
2266,05,09,20,Portugal,4,1,Croatia
2267,17,11,19,Luxembourg,0,2,Portugal
2268,14,11,19,Portugal,6,0,Lithuania
2269,14,10,19,Ukraine,2,1,Portugal
2270,11,10,19,Portugal,3,0,Luxembourg
2271,10,09,19,Lithuania,1,5,Portugal
2272,07,09,19,Serbia,2,4,Portugal
2273,09,06,19,Portugal,1,0,Netherlands
2274,05,06,19,Portugal,3,1,Switzerland
2275,25,03,19,Portugal,1,1,Serbia
2276,22,03,19,Portugal,0,0,Ukraine
2277,20,11,18,Portugal,1,1,Poland
2278,17,11,18,Italy,0,0,Portugal
2279,14,10,18,Scotland,1,3,Portugal
2280,11,10,18,Poland,2,3,Portugal
2281,10,09,18,Portugal,1,0,Italy
2282,06,09,18,Portugal,1,1,Croatia
2283,30,06,18,Uruguay,2,1,Portugal
2284,08,06,21,France,3,0,Bulgaria
2285,02,06,21,France,3,0,Wales
2286,31,03,21,Bosnia & Herzegovina,0,1,France
2287,28,03,21,Kazakhstan,0,2,France
2288,24,03,21,France,1,1,Ukraine
2289,17,11,20,France,4,2,Sweden
2290,14,11,20,Portugal,0,1,France
2291,11,11,20,France,0,2,Finland
2292,14,10,20,Croatia,1,2,France
2293,11,10,20,France,0,0,Portugal
2294,07,10,20,France,7,1,Ukraine
2295,08,09,20,France,4,2,Croatia
2296,05,09,20,Sweden,0,1,France
2297,17,11,19,Albania,0,2,France
2298,14,11,19,France,2,1,Moldova
2299,14,10,19,France,1,1,Turkey
2300,11,10,19,Iceland,0,1,France
2301,10,09,19,France,3,0,Andorra
2302,07,09,19,France,4,1,Albania
2303,11,06,19,Andorra,0,4,France
2304,08,06,19,Turkey,2,0,France
2305,02,06,19,France,2,0,Bolivia
2306,25,03,19,France,4,0,Iceland
2307,22,03,19,Moldova,1,4,France
2308,20,11,18,France,1,0,Uruguay
2309,16,11,18,Netherlands,2,0,France
2310,16,10,18,France,2,1,Germany
2311,11,10,18,France,2,2,Iceland
2312,09,09,18,France,2,1,Netherlands
2313,06,09,18,Germany,0,0,France
